country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
ITA,596,1993,FI-PdL,Forza Italia – Il Popolo della Libertà,Forza Italia,Forward Italy,0,0,foundation,No party in title,force,liberal,0,Conservative,con,7.1459000000000001,7.913,6.5983000000000001,NA,Ist or IInd wave,1993,1
ITA,596,1994,FI-PdL,Forza Italia – Il Popolo della Libertà,Polo delle Libertà,Pole of Freedoms,0,1,"alliance between FI, LN+Lista Panella-Riformatori",No party in title,pole,liberal,1,Conservative,con,7.1459000000000001,7.913,6.5983000000000001,1,Ist or IInd wave,1993,2
ITA,596,1996,FI-PdL,Forza Italia – Il Popolo della Libertà,Polo per le Libertà,Pole for Freedoms,0,1,"alliance between FI, AN, CCD, CDU",No party in title,pole,liberal,1,Conservative,con,7.1459000000000001,7.913,6.5983000000000001,1,Ist or IInd wave,1993,3
ITA,596,2001,FI-PdL,Forza Italia – Il Popolo della Libertà,Casa delle Libertà,House of Freedoms,0,1,"alliance between CCD, CDU, FI, NPSI, AN, LN",No party in title,house,liberal,1,Conservative,con,7.1459000000000001,7.913,6.5983000000000001,1,Ist or IInd wave,1993,4
ITA,596,2013,FI-PdL,Forza Italia – Il Popolo della Libertà,Forza Italia,Forward Italy,0,0,refoundation,No party in title,force,Broad reference with country name,0,Conservative,con,7.1459000000000001,7.913,6.5983000000000001,1,Ist or IInd wave,1993,5
BGR,599,1990,BBB,Balgarski Biznes Blok,Balgarski Biznes Blok,Bulgarian Business Bloc,0,0,foundation,No party in title,Block,Social group with action verb,0,Liberal,lib,6.6783999999999999,7.076,5.1974,NA,IIIrd wave in EE,1990,1
HUN,600,2003,Jobbik,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,Movement for a Better Hungary,0,0,foundation,No party in title,Movement,Broad reference with country name,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,2003,1
EST,609,1998,EKD,Eesti Kristlikud Demokraadid,Eesti Kristlik Rahvapartei,Estonian Christian People's Party,0,0,foundation,Party in title,NA,christian,0,Christian democracy,chr,7.5789,4.7368,9.7895000000000003,NA,IIIrd wave in EE,1998,1
EST,609,2006,EKD,Eesti Kristlikud Demokraadid,Erakond Eesti Kristlikud Demokraadid,Party of Estonian Christian Democrats,0,0,renamed,No party in title,No reference,christian,0,Christian democracy,chr,7.5789,4.7368,9.7895000000000003,NA,IIIrd wave in EE,1998,2
GRC,614,1945,KKE,Kommounistikó Kómma Elládas,Kommounistikó Kómma Elládas,Communist Party of Greece,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1.2529999999999999,0.8404,5.1502999999999997,NA,IIIrd wave in SE,1918,1
POL,619,1991,PL,Porozumenie Ludowe,Porozumenie Ludowe,Peasants Agreement,0,0,merger of PSL and Rural Solidarity,No party in title,Agreement,social group,0,Agrarian,agr,3.3332999999999999,NA,NA,NA,IIIrd wave in EE,NA,1
POL,619,1997,PL,Porozumenie Ludowe,Akcja Wyborcza Solidarność,Solidarity Electoral Action,0,1,alliance,No party in title,Action,broad reference to values,1,Christian democracy,chr,7.1285999999999996,NA,NA,1,IIIrd wave in EE,NA,2
ITA,627,1994,CCD+CDU,Christian Democratic Centre / United Christian Democrats,Polo del Buon Governo,Pole of Good Government,0,0,split from Popolo per le Libertà,No party in title,pole,Broad reference,0,Christian democracy,chr,5.9066999999999998,5.1167,7.5833000000000004,NA,Ist or IInd wave,NA,1
ITA,627,1998,CCD+CDU,Christian Democratic Centre / United Christian Democrats,Polo per le Libertà,Pole for Freedoms,0,0,split from CCD+CDU,No party in title,pole,liberal,1,Christian democracy,chr,5.9066999999999998,5.1167,7.5833000000000004,1,Ist or IInd wave,NA,2
ITA,627,2000,CCD+CDU,Christian Democratic Centre / United Christian Democrats,Biancofiore,Whiteflower,0,1,suballiance between CCD+CDU,No party in title,No reference,Broad reference to values,1,Christian democracy,chr,5.9066999999999998,5.1167,7.5833000000000004,NA,Ist or IInd wave,NA,3
ITA,627,2001,CCD+CDU,Christian Democratic Centre / United Christian Democrats,Casa della Libertà,House of Freedoms,0,1,"alliance between Lega Nord, Forza Italia, AN, CCD, CDU, Nuovo PSI, PRI",No party in title,house,liberal,1,Christian democracy,chr,5.9066999999999998,5.1167,7.5833000000000004,1,Ist or IInd wave,NA,4
CHE,628,1961,NA|SD,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,National Action for People and Homeland,0,0,foundation,No party in title,action,national,0,Right-wing,right,9.4246999999999996,6.2573,9.0409000000000006,NA,Ist or IInd wave,1961,1
CHE,628,1971,NA|SD,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Infiltration of People and Homeland,0,0,RB and EDU-UDF joined,No party in title,action,national,0,Right-wing,right,9.4246999999999996,6.2573,9.0409000000000006,NA,Ist or IInd wave,1961,2
CHE,628,1979,NA|SD,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,National Action for People and Homeland,0,0,renamed,No party in title,action,national,0,Right-wing,right,9.4246999999999996,6.2573,9.0409000000000006,NA,Ist or IInd wave,1961,3
CHE,628,1991,NA|SD,Nationale Aktion für Volk und Heimat – Action Nationale pour le Peuple et la Patrie,Schweizer Demokraten – Democrates Suisses,Swiss Democrats,0,0,renamed,No party in title,No reference,Broad reference with country name,0,Right-wing,right,9.4246999999999996,6.2573,9.0409000000000006,NA,Ist or IInd wave,1961,4
POL,629,1991,SLD,Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,0,1,alliance between SdPR Socjaldemokracja Rzeczypospolitej Polskiej and SDU Polska Unia Socjaldemokratyczna,No party in title,Alliance,left,1,Social democracy,soc,2.8298999999999999,3.8505,1.8801000000000001,NA,IIIrd wave in EE,NA,1
POL,629,1999,SLD,Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,0,1,merged into a party,No party in title,Alliance,left,0,Social democracy,soc,2.8298999999999999,3.8505,1.8801000000000001,1,IIIrd wave in EE,NA,2
POL,629,2019,SLD,Sojusz Lewicy Demokratycznej,Lewica,Left,0,1,alliance with Razem,No party in title,No reference,left,NA,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,NA,3
POL,629,2021,SLD,Sojusz Lewicy Demokratycznej,Nowa Lewica,New Left,0,0,merge with SPRING,No party in title,No reference,left,0,NA,NA,NA,NA,NA,1,IIIrd wave in EE,NA,4
ITA,630,1996,DINI-RI,Lista Dini – Rinnovamento Italiano,Lista Dini – Rinnovamento Italiano,Dini List – Italian Renewal,1,0,foundation,No party in title,List,name of the leader,0,Social democracy,soc,5.0316999999999998,5.9683,5.5149999999999997,1,Ist or IInd wave,1996,1
BGR,636,2005,RZS,"Red, zakonnost i spravedlivost","Red, zakonnost i spravedlivost","Order, Law and Justice",0,0,foundation,No party in title,No reference,Broad reference to values,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,2005,1
ESP,637,1982,CDS,Centró Democrático y Social,Centró Democrático y Social,Democratic and Social Centre,0,0,split from UCD,No party in title,centre,social,0,Christian democracy,chr,6.2,5.7,7.1,NA,IIIrd wave in SE,NA,1
ESP,637,1995,CDS,Centró Democrático y Social,Unión Centrista - Centró Democrático y Social,Centrist Union - Democratic and Social Center,0,0,renamed,No party in title,Union,centrist,0,Christian democracy,chr,6.2,5.7,7.1,NA,IIIrd wave in SE,NA,2
ESP,637,2002,CDS,Centró Democrático y Social,Centró Democrático y Social,Democratic and Social Centre,0,0,renamed,No party in title,centre,social,0,NA,NA,NA,NA,NA,NA,IIIrd wave in SE,NA,3
BEL,640,1971,PLDP,Parti Libéral Démocrate et Pluraliste de la Région bruxelloise,Parti Libéral Démocrate et Pluraliste de la Région bruxelloise,Liberal Democratic and Pluralist Party of the Brussels Region,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,1971,1
BEL,640,1973,PLDP,Parti Libéral Démocrate et Pluraliste de la Région bruxelloise,Parti Libéral Démocrate et Pluraliste de la Région bruxelloise,Liberal Democratic and Pluralist Party of the Brussels Region,0,0,Brussels section of PVV-PLP joined,Party in title,NA,liberal,0,Liberal,lib,6,6.7,3.6,1,Ist or IInd wave,1971,2
BEL,640,1976,PLDP,Parti Libéral Démocrate et Pluraliste de la Région bruxelloise,Parti Libéral,Liberal Party,0,0,renamed,Party in title,NA,liberal,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,1971,3
ESP,645,1976,AP,Alianza Popular,Alianza Popular,People's Alliance,0,0,foundation,No party in title,Alliance,people,0,Conservative,con,7.5968999999999998,7.619,7.8127000000000004,NA,IIIrd wave in SE,1976,1
ESP,645,1977,AP,Alianza Popular,Alianza Popular,People's Alliance,0,0,EDC joined,No party in title,Alliance,people,0,Conservative,con,7.5968999999999998,7.619,7.8127000000000004,1,IIIrd wave in SE,1976,2
ESP,645,1979,AP-P,Alianza-Partido Popular,Alianza-Partido Popular,People's Alliance-Party,0,1,alliance,Party in title,NA,people,1,Conservative,con,7.5968999999999998,NA,NA,NA,IIIrd wave in SE,1976,3
ESP,645,1983,AP,Alianza Popular,Alianza Popular,People's Alliance,0,0,UCD joined,No party in title,Alliance,people,0,Conservative,con,7.5968999999999998,7.619,7.8127000000000004,1,IIIrd wave in SE,1976,4
ESP,645,1989,AP,Alianza Popular,Partido Popular,People's Party,0,0,"merger of AP, PL, PDP",Party in title,NA,people,0,Conservative,con,7.5968999999999998,7.619,7.8127000000000004,NA,IIIrd wave in SE,1976,5
NOR,647,1945,V,Venstre,Venstre,Left,0,0,foundation,No party in title,No reference,left,0,Liberal,lib,5.1467000000000001,5.9148,3.2581000000000002,NA,Ist or IInd wave,1884,1
NOR,647,1972,V,Venstre,Det Nye Folkepartiet,New People's Party,0,0,split,Party in title,NA,people's party,0,Liberal,lib,5.1467000000000001,5.9148,3.2581000000000002,NA,Ist or IInd wave,1884,2
NOR,647,1988,V,Venstre,Venstre,Left,0,0,DLF joined,No party in title,No reference,left,0,Liberal,lib,5.1467000000000001,5.9148,3.2581000000000002,NA,Ist or IInd wave,1884,3
ROU,648,1990,PUNR,Partidul Unitatii Naţionale a Romanilor,Partidul Unitatii Naţionale a Romanilor,Romanian National Unity Party,0,0,foundation,Party in title,NA,Broad reference with country name,0,Right-wing,right,5.5556000000000001,5.9,8.5,NA,IIIrd wave in EE,1990,1
DEU,649,1945,KPD,Kommunistische Partei Deutschlands,Kommunistische Partei Deutschlands,Communist Party of Germany,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,0.95699999999999996,0.3618,2.6753999999999998,NA,Ist or IInd wave,1918,1
DEU,649,1968,KPD,Kommunistische Partei Deutschlands,Deutsche Kommunistische Partei,German Communist Party,0,0,successor,Party in title,NA,communist,0,Communist/Socialist,com,0.95699999999999996,0.3618,2.6753999999999998,NA,Ist or IInd wave,1918,2
IRL,651,1985,PD,Progressive Democrats,Progressive Democrats,Progressive Democrats,0,0,split from FF,No party in title,No reference,progressive,0,Liberal,lib,8.0108999999999995,8.3901,3.7010999999999998,1,Ist or IInd wave,NA,1
SWE,657,1945,MSP,Moderata Samlingspartiet,Moderata Samlingspartiet,Moderate Coalition Party,0,0,foundation,Party in title,NA,moderate,0,Conservative,con,7.8906999999999998,8.4089,5.6977000000000002,NA,Ist or IInd wave,1938,1
SWE,657,1952,MSP,Moderata Samlingspartiet,Högerpartiet,Right Wing Party,0,0,renamed,Party in title,NA,right,0,Conservative,con,7.8906999999999998,8.4089,5.6977000000000002,NA,Ist or IInd wave,1938,2
SWE,657,1969,MSP,Moderata Samlingspartiet,Moderata samlingspartiet,Moderate Coalition Party,0,0,renamed,Party in title,NA,moderate,0,Conservative,con,7.8906999999999998,8.4089,5.6977000000000002,1,Ist or IInd wave,1938,3
FRA,658,2002,UMP|LR,Union pour un mouvement populaire | Les Républicains,Union pour la Majorité Présidentielle,Union for the Presidential Majority,0,1,"alliance between DL, RPR, CDS, PR, PPDF, UDF",No party in title,Union,Broad reference,1,Conservative,con,7.4996999999999998,6.5934,7.1853999999999996,NA,Ist or IInd wave,NA,1
FRA,658,2008,UMP|LR,Union pour un mouvement populaire | Les Républicains,Debout la République,Stand up for the Republic,0,0,split,No party in title,No reference,Broad reference with action verb,0,Conservative,con,7.4996999999999998,6.5934,7.1853999999999996,NA,Ist or IInd wave,NA,2
FRA,658,2015,UMP|LR,Union pour un mouvement populaire | Les Républicains,Les Républicains,The Republicans,0,0,renamed,No party in title,No reference,republican,0,Conservative,con,7.4996999999999998,6.5934,7.1853999999999996,NA,Ist or IInd wave,NA,3
FRA,658,2020,UMP|LR,Union pour un mouvement populaire | Les Républicains,Agir,Act,0,0,split,No party in title,No reference,Broad reference with action verb,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,NA,4
FRA,658,2022,UDC,Union de la droite et du centre,Union de la droite et du centre,Union of the Right and Centre,0,1,alliance,No party in title,union,"right, centre",1,NA,NA,NA,NA,NA,NA,Ist or IInd wave,NA,5
GBR,659,1945,Lib,Liberal Democrats,Liberals,Liberals,0,0,foundation,No party in title,No reference,liberal,0,Liberal,lib,4.2874999999999996,4.1064,2.6109,NA,Ist or IInd wave,1859,1
GBR,659,1981,Lib,Liberal Democrats,SDP–Liberal Alliance,SDP–Liberal Alliance,0,0,alliance,No party in title,Alliance,liberal,1,Liberal,lib,4.2874999999999996,4.1064,2.6109,NA,Ist or IInd wave,1859,2
GBR,659,1988,Lib,Liberal Democrats,Liberal Democrats,Liberal Democrats,0,0,SDP and Liberal Party merged,No party in title,No reference,liberal,0,Liberal,lib,4.2874999999999996,4.1064,"2,6109[@[liberty_authority]]",NA,Ist or IInd wave,1859,3
LVA,662,2006,LPP/LC,Latvijas Pirmā partija / Latvijas Ceļš,Latvijas Pirmā partija / Latvijas Ceļš,Latvia's First Party/Latvian Way,0,1,"alliance between LC, LPP, We for our district, Vidzeme Union",Party in title,NA,Broad reference with country name,1,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,1
LVA,662,2007,LPP/LC,Latvijas Pirmā partija / Latvijas Ceļš,Latvijas Pirmā partija / Latvijas Ceļš,Latvia's First Party/Latvian Way,0,0,successor of LC and LPP,Party in title,NA,Broad reference with country name,0,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,2
POL,664,1991,PSL,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,Polish People's Party,0,0,merger of PSL-O Polski Stronnictwo Ludowe – Odrodzenie and PSL-W Polski Stronnictwo Ludowe-Wilanowskie,Party in title,NA,Broad reference with country name,0,Agrarian,agr,4.1856,2.8942,6.5491000000000001,NA,IIIrd wave in EE,NA,1
CZE,665,1945,KSC,Komunistická strana Československa,Komunistická strana Československa,Communist Party of Czechoslovakia,0,0,split from Československá sociální demokracie – ČSSD,Party in title,NA,communist,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,NA,1
CZE,665,1995,KSC,Komunistická strana Československa,"Komunistická strana Čech a Moravy,",Communist Party of Bohemia and Moravia,0,0,successor,Party in title,NA,communist,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,NA,2
AUT,669,2004,Martin,Liste Dr. Hans-Peter Martin,Liste Martin,Martin's List,1,0,split from SPO,No party in title,List,name of the leader,0,Special issue,spec,4.2,5,3.4,NA,Ist or IInd wave,NA,1
LTU,675,1990,LKDP,Lietuvos Krikščionys Demokratai,Lietuvos Krikščionys Demokratai,Lithuanian Christian Democrats,0,0,foundation,No party in title,No reference,christian,0,Christian democracy,chr,6.2385000000000002,4.258,8.6844999999999999,NA,IIIrd wave in EE,1990,1
LTU,675,2001,LKDP,Lietuvos Krikščionys Demokratai,Lietuvos Krikščionys Demokratai Partija,Lithuanian Christian Democratic Party,0,0,merged with KDS,No party in title,No reference,christian,0,Christian democracy,chr,6.2385000000000002,4.258,8.6844999999999999,NA,IIIrd wave in EE,1990,2
FRA,686,1945,PCF,Parti communiste francais,Parti communiste francais,French Communist Party,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1.3741000000000001,1.056,4.5083000000000002,NA,Ist or IInd wave,1922,1
FRA,686,2009,PCF,Parti communiste francais,Front de gauche pour changer d'Europe,Left Front to change Europe,0,1,"alliance entre PCF, Parti de gauche, Gauche unitaire, FASE, République et socialisme, Convergences et alternative, Convention pour une alliance progressiste",No party in title,Front,left,1,Communist/Socialist,com,1.3741000000000001,1.056,4.5083000000000002,NA,Ist or IInd wave,1922,2
FRA,686,2017,PCF,Parti communiste francais,Parti communiste francais,French Communist Party,0,0,refoundation,Party in title,NA,communist,0,Communist/Socialist,com,1.3741000000000001,1.056,4.5083000000000002,NA,Ist or IInd wave,1922,3
FRA,686,2022,Nupes,Nouvelle Union populaire écologique et sociale,Nouvelle Union populaire écologique et sociale,New Ecological and Social People's Union,0,1,"alliance LFI, PG, E!, PD,  REV, POI, RÉ974, LE, G. s, GÉ, PS, PP, ND, MDM, PCF, PLR, TH, Péyi-A",No party in title,Union,ecological,1,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1922,4
CZE,688,1998,US,Unie svobody,Unie svobody,Freedom Union,0,0,split from ODS,No party in title,Union,liberal,0,Liberal,lib,7.2203999999999997,7.5343,2.3792,NA,IIIrd wave in EE,NA,1
CZE,688,2002,US,Unie svobody,Unie Svobody–Demokratická unie,Freedom Union–Democratic Union,0,0,DU joined,No party in title,Union,liberal,0,Liberal,lib,7.2203999999999997,7.5343,2.3792,NA,IIIrd wave in EE,NA,2
GBR,689,1970,SF,Sinn Féin,Sinn Féin,we ourselves,0,0,foundation,No party in title,NA,Broad reference,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1970,1
ITA,693,1998,IdV,Italia dei Valori,Italia dei Valori,Italy of Values,0,0,foundation,No party in title,No reference,Broad reference with country name,0,Liberal,lib,4.8712,4.5664,5.5255000000000001,1,Ist or IInd wave,1998,1
ITA,693,2000,IdV,Italia dei Valori,Italia dei Valori,Italy of Values,0,0,refoundation,No party in title,No reference,Broad reference with country name,0,Liberal,lib,4.8712,4.5664,5.5255000000000001,NA,Ist or IInd wave,1998,2
ITA,693,2001,IdV,Italia dei Valori,L'Ulivo,The Olive Tree,0,1,alliance,No party in title,No reference,Broad reference to values,1,Liberal,lib,4.8712,4.5664,5.5255000000000001,1,Ist or IInd wave,1998,3
ITA,693,2005,IdV,Italia dei Valori,L'Unione,The Union,0,1,"L'Ulivo renamed and expanded: DS, Margherita, MRE, PRC, IdV, PdCI, FdV, SDI, RI, UDEUR, Südtiroler Volkspartei, Autonomie Liberté Démocratie",No party in title,No reference,Broad reference to values,1,Liberal,lib,4.8712,4.5664,5.5255000000000001,1,Ist or IInd wave,1998,4
ITA,693,2012,IdV,Italia dei Valori,Diritti e Libertà,Rights and Freedoms,0,0,split,No party in title,No reference,Broad reference to values,0,Liberal,lib,4.8712,4.5664,5.5255000000000001,NA,Ist or IInd wave,1998,5
ITA,693,2022,NM,Noi moderati,Noi moderati,Us Moderates,0,1,alliance,No party in title,NA,moderate,1,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1998,6
